 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_3661,,10.2,9.5,0.0,0.92,0.01,0.01,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3665,yigP,36.3,35.1,72.1,0.97,1.99,2.05,protein of unknown function DUF1243 YigP,"Biosynthesis of cofactors, prosthetic groups, and carriers",Quinones,Ubiquinone biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3666,ubiB,27.9,27.0,62.5,0.97,2.24,2.31,2-polyprenylphenol 6-hydroxylase UbiB,"Biosynthesis of cofactors, prosthetic groups, and carriers",Quinones,Ubiquinone biosynthesis,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3678,fabR,15.8,16.2,49.6,1.02,3.14,3.06,transcriptional repressor of fatty acid biosynthesis FabR,Regulatory functions,DNA interactions,Fatty acid biosynthesis,Cytoplasm,FabR,,,unresolved
SputW3181_3679,oel1,75.4,139.1,795.9,1.85,10.56,5.72,fatty acid desaturase Ole1,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Inner Membrane (4 transmembrane spans),FabR,,,unresolved
SputW3181_3683,,15.8,10.8,0.0,0.68,0.01,0.01,TetR family transcriptional repressor of phospholipid synthesis,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3684,,60.5,43.2,15.2,0.71,0.25,0.35,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3687,,14.0,78.3,14.4,5.61,1.03,0.18,bifunctional autotransporter / adhesin cadherin family,Cellular structures and extracellular matrix,Cell adhesion,BpfA adhesion system,Outer Membrane & Extracellular,,,,unresolved
SputW3181_3688,,8.4,67.5,16.8,8.06,2.01,0.25,phage Tail Collar domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3689,,14.9,47.3,0.0,3.18,0.01,0.0,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3690,,8.4,55.4,5.6,6.61,0.67,0.1,conserved hypothetical protein,Unknown function,General,Antibiotic biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3691,,6.5,43.2,0.0,6.64,0.02,0.0,phytanoyl-CoA dioxygenase domain protein,Unknown function,Enzymes of unknown specificity,Antibiotic biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3692,,8.4,56.7,5.6,6.77,0.67,0.1,aspartyl/asparaginyl beta-hydroxylase family protein,Central intermediary metabolism,Amino acids and amines,Antibiotic biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3693,yrfG,8.4,18.9,39.2,2.26,4.69,2.07,HAD-superfamily hydrolase subfamily IA variant 3 protein family YrfG,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3701,gspG,132.1,114.8,316.3,0.87,2.39,2.75,T2aSS secretion system pseudopilus protein GspG,Transport and binding proteins,Secretion systems,Type 2a secretion systems,Periplasm,,,,unresolved
SputW3181_3706,hslR,9.3,31.1,120.9,3.34,12.99,3.89,heat shock protein HslR,Protein fate,Protein folding and stabilization,Stress respone - Heat shock,Cytoplasm,,,,unresolved
SputW3181_3710,,16.7,17.6,37.6,1.05,2.25,2.14,polymorphic toxin IMM37 family immuity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_3715,dnrN,40.9,21.6,8.8,0.53,0.22,0.41,repair of iron centers (RIC) protein DnrN,Cellular processes,Protein and prosthetic group repair,FeS cluster biogenesis and repair,Cytoplasm,"IscR, NarP, and NsrR",,,unresolved
SputW3181_3716,,21.4,16.2,6.4,0.76,0.3,0.4,AAA family ATPase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3718,,38.1,14.9,32.8,0.39,0.86,2.21,HAD-superfamily hydrolase subfamily IA variant 1 family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3736,,16.7,27.0,9.6,1.61,0.57,0.36,T1SS associated periplasmic transglutaminase-like cysteine proteinase,Protein fate,Protein folding and stabilization,secretion T1SS secretion - BpfA,Periplasm,,,,unresolved
SputW3181_3737,,23.3,25.7,3.2,1.1,0.14,0.12,bifunctional diguanylate cyclase/phosphodiesterase LasD-like,Regulatory functions,Small molecule interactions,BpfA adhesion system,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3738,,59.5,270.1,76.9,4.54,1.29,0.28,bifunctional diguanylate cyclase/phosphodiesterase with GAF sensory domain,Regulatory functions,Small molecule interactions,BpfA adhesion system,Cytoplasm,,,,unresolved
SputW3181_3742,nnrS,30.7,27.0,13.6,0.88,0.44,0.5,heme-copper-containing inner membrane protein NnrS,Cellular processes,Protein and prosthetic group repair,FeS cluster biogenesis and repair,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3744,creD,10.2,2.7,6.4,0.26,0.63,2.37,membrane protein CreD,Unknown function,General,,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_3745,pgpB,25.1,14.9,37.6,0.59,1.5,2.53,phosphatidylglycerophosphatase B PgpB,Fatty acid and phospholipid metabolism,Biosynthesis,Glycerophospholipid biosynthesis,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_3747,,11.2,28.4,71.3,2.54,6.38,2.51,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3748,,58.6,32.4,92.9,0.55,1.58,2.87,polymorphic toxin IMM20 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxin system,Cytoplasm,,,,unresolved
SputW3181_3749,,78.2,36.5,116.1,0.47,1.49,3.18,polymorphic toxin IMM11 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxin system,Cytoplasm,,,,unresolved
SputW3181_3750,agxT,79.1,23.0,112.1,0.29,1.42,4.88,serine-pyruvate aminotransferase AgxT,Amino acid biosynthesis,Serine family,Pyruvate-alanine-serine interconversions,Cytoplasm,,,,unresolved
SputW3181_3751,ilvA,689.5,240.4,851.9,0.35,1.24,3.54,threonine dehydratase IlvA,Amino acid biosynthesis,Pyruvate family,Branched chain amino acid biosyntheiss,Cytoplasm,ArgR,,,unresolved
SputW3181_3752,ilvD,560.1,210.7,835.9,0.38,1.49,3.97,dihydroxy-acid dehydratase IlvD,Amino acid biosynthesis,Pyruvate family,Branched chain amino acid biosyntheiss,Cytoplasm,ArgR,,,unresolved
SputW3181_3753,ilvM,536.9,306.6,963.2,0.57,1.79,3.14,acetolactate synthase II small subunit IlvM,Regulatory functions,Protein interactions,Branched-Chain Amino Acid Biosynthesis,Cytoplasm,ArgR,,,unresolved
SputW3181_3754,ilvG,431.7,226.9,688.6,0.53,1.59,3.03,acetolactate synthase II large subunit IlvG,Amino acid biosynthesis,Pyruvate family,Branched-Chain Amino Acid Biosynthesis,Cytoplasm,ArgR,,,unresolved
SputW3181_3761,,11.2,8.1,18.4,0.73,1.65,2.27,LysR family transcriptional regulator,Regulatory functions,DNA interactions,Carbohydrate utilization - galactose,Cytoplasm,,,,unresolved
SputW3181_3762,,53.0,85.1,28.8,1.6,0.54,0.34,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3765,,4.7,5.4,0.0,1.16,0.03,0.02,Fic family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3766,,9.3,8.1,4.0,0.87,0.43,0.49,P-loop containing nucleotide triphosphate hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3768,,29.8,28.4,58.5,0.95,1.96,2.06,nucleoside-diphosphate-sugar pyrophosphorylase,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,,,unresolved
SputW3181_3769,,89.3,77.0,31.2,0.86,0.35,0.41,conserved domain inner membrane protein,Unknown function,General,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_3770,gmk,24.2,27.0,65.7,1.12,2.71,2.43,guanylate kinase Gmk,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,,Cytoplasm,,,,unresolved
SputW3181_3771,rpoZ,336.8,336.3,717.4,1.0,2.13,2.13,DNA-directed RNA polymerase omega subunit RpoZ,Transcription,DNA-dependent RNA polymerase,RNA polymerase,Cytoplasm,,,,unresolved
SputW3181_3777,,22.3,25.7,8.8,1.15,0.39,0.34,protein of unknown function DUF1963,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3783,prpR,4.7,10.8,44.8,2.32,9.64,4.15,methycitrate-responsive transcriptional regulator of methylisocitrate utilization PrpR,Regulatory functions,DNA interactions,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3784,prpB,19.5,24.3,105.7,1.24,5.41,4.35,2-methylisocitrate lyase PrpB,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3785,prpC,15.8,20.3,81.7,1.28,5.16,4.03,2-methylcitrate synthase PrpC,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3786,acnD,14.9,17.6,35.2,1.18,2.37,2.01,2-methyl citrate dehydratase Fe-S dependent AcnD,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3787,prpF,12.1,12.2,51.2,1.0,4.24,4.22,2-methyl aconitate cis-trans isomerase PrpF,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3790,ilvE,108.9,116.2,299.5,1.07,2.75,2.58,branched-chain-amino-acid transaminase IlvE,Amino acid biosynthesis,Pyruvate family,Branched chain amino acid biosyntheiss,Cytoplasm,,,,unresolved
SputW3181_3792,,6.5,4.1,9.6,0.62,1.48,2.37,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3793,,65.1,63.5,28.8,0.97,0.44,0.45,YER057c/Yigf/Uk114 family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3795,zapB,134.0,124.3,30.4,0.93,0.23,0.24,septal ring assembly factor ZapB,DNA metabolism,"DNA replication, recombination, and repair",Cell division,Cytoplasm,,,,unresolved
SputW3181_3798,rdoA,34.4,29.7,68.9,0.86,2.0,2.32,serine/threonine protein kinase RdoA,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_3804,ygbA,74.4,33.8,68.1,0.45,0.91,2.02,nitrosative stress induced protein YgbA,"Biosynthesis of cofactors, prosthetic groups, and carriers",Iron sulfur clusters,FeS cluster biogenesis and repair,Cytoplasm,IscR,,,unresolved
SputW3181_3805,,5.6,10.8,3.2,1.94,0.57,0.3,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_3809,bauC,7.4,8.1,3.2,1.09,0.43,0.4,ABC-type catecholate ferric siderophore uptake system permease component 1 BauC,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (8 transmembrane spans),Fur,,,unresolved
SputW3181_3818,,18.6,12.2,28.8,0.65,1.55,2.37,protein of unknown function DUF1232,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3819,,14.9,12.2,0.0,0.82,0.01,0.01,protein of unknown function DUF2618,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3826,,5.6,5.4,0.0,0.97,0.02,0.02,inner membrane protein of unknown function DUF1212,Unknown function,General,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_3827,,10.2,13.5,1.6,1.32,0.16,0.12,COG4775 family outer membrane protein,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_3828,,23.3,50.0,18.4,2.15,0.79,0.37,ThiJ/PfpI family protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3830,,251.2,540.3,53.6,2.15,0.21,0.1,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3831,,347.1,692.9,191.4,2.0,0.55,0.28,putative orphan protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3832,,708.1,1418.3,446.8,2.0,0.63,0.32,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3838,,6.5,4.1,0.0,0.62,0.02,0.03,10 TMS drug/metabolite efflux pump (DME) family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_3845,damX,53.0,44.6,21.6,0.84,0.41,0.49,cell division protein DamX,Cellular processes,Cell division,Cell division,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3854,pilM,41.9,268.8,92.1,6.42,2.2,0.34,type IV pilus biogenesis protein PilM,Transport and binding proteins,Secretion systems,Type IV pilus,Cytoplasm,,,,unresolved
SputW3181_3856,argH,94.9,176.9,67.3,1.86,0.71,0.38,argininosuccinate lyase ArgH,Amino acid biosynthesis,Glutamate family,Amino acid biosynthesis and salvage - Arginine,Cytoplasm,ArgR,,,unresolved
SputW3181_3857,argG,336.8,432.2,168.1,1.28,0.5,0.39,argininosuccinate synthase ArgG,Amino acid biosynthesis,Glutamate family,Arginine metabolism,Cytoplasm,ArgR,,,unresolved
SputW3181_3858,argF,250.3,368.7,113.7,1.47,0.45,0.31,ornithine carbamoyltransferase ArgF,Amino acid biosynthesis,Glutamate family,Arginine metabolism,Cytoplasm,ArgR,,,unresolved
SputW3181_3859,argB,181.4,305.3,96.1,1.68,0.53,0.31,acetylglutamate kinase ArgB,Amino acid biosynthesis,Glutamate family,Amino acid biosynthesis and salvage - Arginine,Cytoplasm,ArgR,,,unresolved
SputW3181_3860,argC,134.0,445.7,192.2,3.33,1.43,0.43,N-acetyl-gamma-glutamyl-phosphate reductase ArgC,Amino acid biosynthesis,Glutamate family,Arginine metabolism,Cytoplasm,ArgR,,,unresolved
SputW3181_3863,pncC,39.1,39.2,99.3,1.0,2.54,2.53,nicotinamide deamidase PncC,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pyridine nucleotides,NAD and NADP (B3) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_3864,,234.5,166.1,68.1,0.71,0.29,0.41,excisionase,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,,,unresolved
SputW3181_3876,fdhB,7.4,5.4,0.0,0.73,0.02,0.02,Fnr-inducible formate dehydrogenase FeS subunit FdhB,Energy metabolism,Electron transport,Formate respiration,Periplasm,Fnr,,,unresolved
SputW3181_3880,,12.1,10.8,0.0,0.89,0.01,0.01,hypothetical periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3883,,9.3,13.5,2.4,1.45,0.26,0.18,drug:H+ antiporter DHA1 family,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3887,,44.7,40.5,18.4,0.91,0.41,0.45,Sel1 domain-containing protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3892,,10.2,12.2,31.2,1.19,3.05,2.57,AsnC family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3902,,17.7,13.5,2.4,0.76,0.14,0.18,two component signal transduction system response regulator with EAL domain,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_3903,,6.5,5.4,0.0,0.83,0.02,0.02,two component signal transduction system response regulator LuxR family,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_3904,,6.5,5.4,2.4,0.83,0.37,0.44,two component signal transduction system hybrid histidine kinase/response regulator with PAS sensory domain,Signal transduction,Two-component systems,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3905,,37.2,35.1,14.4,0.94,0.39,0.41,P pilus assembly chaperone,Protein fate,Protein folding and stabilization,P-type pilus,Periplasm,,,,unresolved
SputW3181_3907,,20.5,14.9,2.4,0.73,0.12,0.16,P pilus outer membrane usher porin,Transport and binding proteins,Porins and secretins,P-type pilus,Outer Membrane,,,,unresolved
SputW3181_3908,,13.0,2.7,8.8,0.21,0.68,3.26,pili assembly chaperone,Protein fate,Protein and peptide secretion and trafficking,P-type pilus,Periplasm,,,,unresolved
SputW3181_3909,fimA,153.5,18.9,44.8,0.12,0.29,2.37,P pilus component FimA,Cell envelope,Surface structures,P-type pilus,Surface structure,,,,unresolved
SputW3181_3913,ftsY,27.9,35.1,95.3,1.26,3.41,2.71,signal recognition particle docking protein FtsY,Protein fate,Protein and peptide secretion and trafficking,Protein export - Sec,Cytoplasm,,,,unresolved
SputW3181_3915,,16.7,29.7,0.0,1.77,0.01,0.0,membrane protein of unknown function DUF1145,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3917,,106.1,87.8,296.3,0.83,2.79,3.37,conserved hypothetical protein in copper efflux locus,Unknown function,General,Detoxification - heavy metals,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3918,cusF,11.2,4.1,65.7,0.36,5.88,16.2,copper efflux pump periplasmic metallochaperone CusF,Cellular processes,Non-protein molecular trafficking,Detoxification - heavy metals,Periplasm,,,,unresolved
SputW3181_3919,cusB,13.0,8.1,17.6,0.62,1.35,2.17,copper/silver efflux pump MFP component CusB,Transport and binding proteins,Cations and iron carrying compounds,Metal homeostasis - copper,Periplasm,,,,unresolved
SputW3181_3920,cusA,9.3,8.1,31.2,0.87,3.36,3.85,copper/silver efflux pump permease component CusA,Transport and binding proteins,Toxic compound efflux,Metal homeostasis,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3921,,13.0,14.9,6.4,1.14,0.49,0.43,conserved hypothetical lipoprotein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3923,,51.2,45.9,20.8,0.9,0.41,0.45,polymorphic toxin ComJ family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_3929,,4.7,13.5,0.0,2.9,0.03,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3932,,68.9,82.4,25.6,1.2,0.37,0.31,toxin-antitoxin system toxin GNAT family,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,,,unresolved
SputW3181_3933,,66.1,117.5,0.0,1.78,0.0,0.0,toxin-antitoxin system antidote Rhh family,Cellular processes,Toxin production and resistance,Toxin-antitoxin systems,Cytoplasm,,,,unresolved
SputW3181_3935,,23.3,31.1,0.0,1.34,0.01,0.0,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3940,ftn,63.3,39.2,12.8,0.62,0.2,0.33,ferritin Ftn,Cellular processes,Detoxification,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_3941,moeA,20.5,21.6,46.4,1.06,2.27,2.15,molybdenum cofactor biosynthesis protein MoeA,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin and tungsten,Molybdopterin biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3946,ubiC,6.5,2.7,5.6,0.41,0.86,2.07,chorismate-pyruvate lyase UbiC,"Biosynthesis of cofactors, prosthetic groups, and carriers",Quinones,Ubiquinone biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3951,,23.3,29.7,7.2,1.28,0.31,0.24,periplasmic L-asparaginase family enzyme,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_3952,,3.7,6.8,0.0,1.81,0.03,0.02,1-acyl-sn-glycerol-3-phosphate acyltransferase family protein,Fatty acid and phospholipid metabolism,Biosynthesis,,Cytoplasm,,,,unresolved
SputW3181_3958,scsB,4.7,6.8,1.6,1.45,0.34,0.24,suppressor for copper-sensitivity membrane component ScsB,Regulatory functions,Protein interactions,Metal homeostasis,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_3963,,3.7,10.8,4.8,2.9,1.29,0.44,Zn-dependent protease with chaperone function,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3964,,10.2,13.5,0.0,1.32,0.01,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3965,,3.7,8.1,0.0,2.18,0.03,0.02,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3967,,9.3,10.8,4.0,1.16,0.43,0.37,diguanylate cyclase/phosphodiesterase,Regulatory functions,Small molecule interactions,Cyclic nucleotide signaling,Inner Membrane (5 transmembrane spans),,,,unresolved
